"Unique ID","Q2 - Did you switch careers into Data?",Satisfaction_Salary,Satisfaction_WorkLife,Satisfaction_Coworkers,Satisfaction_Management,Satisfaction_Upward,Satisfaction_Learning,"Q7 - How difficult was it for you to break into Data?",Q8_Most_Important_Thing,"Q9 - Male/Female?","Q11 - Which Country do you live in?","Q12 - Highest Level of Education","Q4 - What Industry do you work in?",Current_Role,min_salary,max_salary,avg_salary,Favorite_Language,Clean_Date,Age,"Q10 - Current Age",Age_Brackets,Clean_Ethnicity
62a3dc3ab4da29969c63e3d7,Yes,3.0,2.0,6.0,6.0,5.0,4.0,Difficult,"Good Work/Life Balance",Male,"United States",Masters,"Energy & Utilities","Data Analyst",66000,85000,75500.0000,R,2022-06-10,30,30,26-30,"White / Caucasian"
62a3e2abf8f75616458628d1,Yes,3.0,5.0,6.0,6.0,6.0,7.0,Difficult,"Good Culture",Male,"United States",Masters,"Tech / IT","Data Analyst",41000,65000,53000.0000,Python,2022-06-10,35,35,31-35,"Black / African"
62a3e32bd8c00e9f541ad5f0,No,0.0,1.0,10.0,5.0,0.0,0.0,Difficult,"Better Salary",Female,"United States",Bachelors,Education,Other,41000,65000,53000.0000,SQL,2022-06-10,42,42,41-50,"White / Caucasian"
62a3ecf7bc6861bf3177d5c2,Yes,3.0,5.0,4.0,6.0,4.0,6.0,Easy,"Remote Work",Male,"United States",Masters,Healthcare,"Data Analyst",66000,85000,75500.0000,Python,2022-06-10,30,30,26-30,"White / Caucasian"
62a3eea9bae91e4b8b8401a4,Yes,0.0,0.0,0.0,0.0,0.0,4.0,"Very Difficult","Better Salary",Female,Nigeria,Bachelors,"Not Specified","Student / Job Seeker",0,40000,20000.0000,Python,2022-06-10,25,25,21-25,"Black / African"
62a3f39df8d5efcc22f8ddc2,No,5.0,9.0,5.0,2.0,5.0,1.0,Difficult,"Good Culture",Female,"United States",Bachelors,Healthcare,"Data Analyst",86000,105000,95500.0000,Python,2022-06-10,28,28,26-30,"Asian / Asian American"
62a3f6a25d257a28a30e9d02,Yes,5.0,10.0,8.0,5.0,7.0,10.0,"Very Difficult",Other,Male,Canada,Bachelors,Manufacturing,"Data Analyst",0,40000,20000.0000,Python,2022-06-10,28,28,26-30,"Asian / Asian American"
62a3f6d9bae91e4b8b8408ca,No,0.0,0.0,0.0,0.0,0.0,0.0,"Neither easy nor difficult","Better Salary",Male,Malaysia,"High School","Student / Unemployed","Student / Job Seeker",0,40000,20000.0000,SQL,2022-06-10,20,20,"Under 21","Asian / Asian American"
62a3fc7c7dc029e2d66d10e8,Yes,7.0,8.0,7.0,7.0,10.0,10.0,Easy,"Good Culture",Male,"United States",Masters,Construction,"Data Analyst",106000,125000,115500.0000,Other,2022-06-10,33,33,31-35,"Hispanic / Latino"
62a3fe0d5d257a28a30ea3c8,No,8.0,6.0,7.0,7.0,8.0,8.0,Easy,"Better Salary",Male,"United States",Associates,"Tech / IT","Data Analyst",66000,85000,75500.0000,Python,2022-06-10,23,23,21-25,"White / Caucasian"
62a3fea50a77c1a77f66e41b,Yes,4.0,5.0,7.0,7.0,5.0,7.0,"Neither easy nor difficult","Better Salary",Female,Brazil,Bachelors,Healthcare,"Data Analyst",0,40000,20000.0000,R,2022-06-10,35,35,31-35,"Hispanic / Latino"
62a40276bc6861bf3177e6fd,Yes,2.0,2.0,3.0,3.0,2.0,3.0,Difficult,"Good Work/Life Balance",Male,India,Bachelors,Automotive,"Student / Job Seeker",0,40000,20000.0000,Python,2022-06-10,22,22,21-25,"Asian / Asian American"
62a403bbf8d5efcc22f8eb18,Yes,5.0,10.0,5.0,6.0,6.0,8.0,"Very Difficult","Better Salary",Male,India,Bachelors,"Tech / IT","Data Analyst",0,40000,20000.0000,Python,2022-06-10,33,33,31-35,"Asian / Asian American"
62a403d30f8c8599d5b03d65,No,1.0,7.0,7.0,7.0,1.0,2.0,"Very Easy","Better Salary",Male,"United States",Bachelors,"Legal & Public Sector","Data Engineer",0,40000,20000.0000,Python,2022-06-10,22,22,21-25,"White / Caucasian"
62a4044acf25554317312a81,Yes,7.0,8.0,8.0,7.0,5.0,9.0,"Neither easy nor difficult","Remote Work",Male,"United States",Bachelors,Distribution,"Data Analyst",86000,105000,95500.0000,R,2022-06-10,35,35,31-35,"White / Caucasian"
62a4061bf408bae018ee5deb,Yes,8.0,5.0,6.0,4.0,4.0,8.0,Easy,"Good Work/Life Balance",Female,"United States",Masters,Entertainment,"Data Analyst",66000,85000,75500.0000,SQL,2022-06-10,37,37,36-40,"White / Caucasian"
62a40726575fa3a5ae89d990,Yes,4.0,,,,,,"Very Easy","Better Salary",Male,"United States",Associates,"Finance / Banking","Student / Job Seeker",0,40000,20000.0000,Python,2022-06-10,22,22,21-25,Other
62a4098124a2626027394ddc,Yes,10.0,10.0,10.0,7.0,10.0,10.0,"Neither easy nor difficult","Better Salary",Male,"United States",Masters,Healthcare,"Data Analyst",66000,85000,75500.0000,Python,2022-06-10,36,36,36-40,"White / Caucasian"
62a40c99575fa3a5ae89de4b,Yes,6.0,5.0,8.0,8.0,7.0,9.0,Easy,"Good Work/Life Balance",Male,India,Bachelors,FMCG,"Data Scientist",86000,105000,95500.0000,Python,2022-06-10,26,26,26-30,"Hispanic / Latino"
62a40d86d8c00e9f541afb5e,Yes,3.0,2.0,6.0,5.0,5.0,6.0,"Neither easy nor difficult","Good Culture",Female,"South Korea",Bachelors,"Research & Science","Data Analyst",0,40000,20000.0000,R,2022-06-10,25,25,21-25,"Asian / Asian American"
62a40da3cf255543173132e2,Yes,4.0,6.0,6.0,5.0,5.0,6.0,"Neither easy nor difficult","Remote Work",Female,"United States","High School","Legal & Public Sector","Data Analyst",41000,65000,53000.0000,R,2022-06-10,34,34,31-35,"White / Caucasian"
62a40dfa5d257a28a30eb110,Yes,4.0,8.0,8.0,8.0,7.0,8.0,Difficult,"Remote Work",Male,Chile,Bachelors,"Consumer Goods","Data Analyst",0,40000,20000.0000,Python,2022-06-10,33,33,31-35,"Hispanic / Latino"
62a410b5cec54911e9cb8262,No,0.0,4.0,0.0,1.0,4.0,2.0,"Very Difficult","Good Work/Life Balance",Male,"United States",Bachelors,"Retail / E-Commerce","Student / Job Seeker",41000,65000,53000.0000,Python,2022-06-10,37,37,36-40,"White / Caucasian"
62a41135bc6861bf3177f3d8,No,5.0,5.0,7.0,6.0,4.0,6.0,"Very Easy","Better Salary",Female,"United States","High School",Marketing,"Data Analyst",66000,85000,75500.0000,Python,2022-06-10,54,54,50+,"White / Caucasian"
62a41795cec54911e9cb8854,Yes,2.0,,,,,,"Very Easy","Better Salary",Male,India,Bachelors,"Finance / Banking","Data Analyst",0,40000,20000.0000,Python,2022-06-11,26,26,26-30,"Asian / Asian American"
62a41964d8c00e9f541b061d,No,4.0,7.0,7.0,7.0,2.0,7.0,"Neither easy nor difficult","Better Salary",Female,"United States",Masters,Education,"Data Analyst",41000,65000,53000.0000,R,2022-06-11,27,27,26-30,"Hispanic / Latino"
62a41968f8d5efcc22f8fd44,Yes,2.0,3.0,6.0,6.0,3.0,5.0,Difficult,"Better Salary",Male,"United Kingdom",Bachelors,"Retail / E-Commerce","Data Architect / Database Administrator",0,40000,20000.0000,SQL,2022-06-11,24,24,21-25,"White / Caucasian"
62a41e23bc6861bf3177fffb,Yes,5.0,5.0,5.0,5.0,5.0,10.0,"Neither easy nor difficult","Better Salary",Male,Egypt,Bachelors,"Finance / Banking","Data Analyst",0,40000,20000.0000,Python,2022-06-11,24,24,21-25,"White / Caucasian"
62a421cebc6861bf317803f5,Yes,3.0,4.0,5.0,3.0,2.0,3.0,"Neither easy nor difficult","Better Salary",Male,Panama,Bachelors,Consulting,Other,0,40000,20000.0000,Python,2022-06-11,27,27,26-30,"White / Caucasian"
62a42243f8d5efcc22f90c55,No,0.0,0.0,0.0,0.0,0.0,0.0,"Very Difficult","Remote Work",Male,Indonesia,Bachelors,"Not Specified","Student / Job Seeker",0,40000,20000.0000,Python,2022-06-11,25,25,21-25,"Asian / Asian American"
62a424ccd8c00e9f541b114e,Yes,1.0,7.0,7.0,7.0,7.0,1.0,Difficult,"Better Salary",Female,"United Kingdom",Masters,"Tech / IT","Data Analyst",0,40000,20000.0000,Python,2022-06-11,28,28,26-30,"Black / African"
62a42527b4da29969c6423f7,No,3.0,6.0,5.0,5.0,3.0,4.0,Easy,"Remote Work",Male,"United States",Bachelors,Education,Other,41000,65000,53000.0000,Python,2022-06-11,21,21,21-25,"Asian / Asian American"
62a425ec2e54c9003e5467bf,Yes,4.0,4.0,5.0,5.0,4.0,6.0,Difficult,"Good Work/Life Balance",Female,"United States",Bachelors,Healthcare,"Data Analyst",86000,105000,95500.0000,Other,2022-06-11,28,28,26-30,"White / Caucasian"
62a427190a77c1a77f67095c,Yes,3.0,5.0,5.0,5.0,5.0,2.0,"Neither easy nor difficult","Remote Work",Male,Ghana,Masters,"Tech / IT","Data Analyst",0,40000,20000.0000,Python,2022-06-11,30,30,26-30,"Black / African"
62a429f0f3072dd892636396,No,0.0,10.0,0.0,9.0,5.0,10.0,Easy,"Remote Work",Male,Angola,Associates,Education,"Data Analyst",0,40000,20000.0000,Python,2022-06-11,24,24,21-25,"Black / African"
62a42d6ef8d5efcc22f9178a,Yes,7.0,4.0,6.0,5.0,6.0,6.0,Difficult,"Remote Work",Male,India,Bachelors,Healthcare,"Data Analyst",0,40000,20000.0000,Python,2022-06-11,26,26,26-30,"Asian / Asian American"
62a436fd24a2626027397c93,Yes,,,,,,5.0,"Neither easy nor difficult","Good Work/Life Balance",Female,Bangladesh,"High School","Tech / IT","Data Analyst",0,40000,20000.0000,Python,2022-06-11,19,19,"Under 21","Asian / Asian American"
62a43e86f408bae018ee913a,No,5.0,6.0,6.0,5.0,1.0,3.0,"Neither easy nor difficult","Good Work/Life Balance",Female,India,Masters,"Customer Service","Student / Job Seeker",0,40000,20000.0000,Python,2022-06-11,92,92,50+,"Asian / Asian American"
62a43ed4f8d5efcc22f92d0a,Yes,1.0,8.0,5.0,1.0,7.0,8.0,"Neither easy nor difficult","Remote Work",Male,Nigeria,Bachelors,Healthcare,"Data Analyst",0,40000,20000.0000,Python,2022-06-11,28,28,26-30,"Black / African"
62a43f43f408bae018ee9281,Yes,0.0,1.0,2.0,2.0,1.0,1.0,"Neither easy nor difficult","Better Salary",Female,India,Masters,Education,"Student / Job Seeker",0,40000,20000.0000,Python,2022-06-11,24,24,21-25,"Asian / Asian American"
62a440ab575fa3a5ae8a1418,No,7.0,10.0,10.0,10.0,5.0,10.0,Easy,"Better Salary",Male,"United States",Masters,Healthcare,Other,41000,65000,53000.0000,Python,2022-06-11,25,25,21-25,"Asian / Asian American"
62a441e3575fa3a5ae8a1552,Yes,4.0,5.0,5.0,5.0,6.0,6.0,"Neither easy nor difficult","Good Work/Life Balance",Male,"United Kingdom",Masters,"Finance / Banking","Data Analyst",41000,65000,53000.0000,Python,2022-06-11,42,42,41-50,"Black / African"
62a446faf8f7561645868c60,Yes,2.0,3.0,3.0,3.0,3.0,3.0,Difficult,"Better Salary",Male,India,Bachelors,"Tech / IT","Data Analyst",0,40000,20000.0000,Python,2022-06-11,21,21,21-25,"Asian / Asian American"
62a448832e54c9003e5491c5,No,7.0,8.0,9.0,7.0,7.0,6.0,Easy,"Better Salary",Male,"United States",Bachelors,Healthcare,"Data Analyst",66000,85000,75500.0000,Python,2022-06-11,24,24,21-25,"White / Caucasian"
62a44ae2f8f7561645869335,Yes,4.0,7.0,6.0,6.0,6.0,7.0,"Neither easy nor difficult","Better Salary",Female,"United States",Bachelors,Healthcare,"Data Analyst",41000,65000,53000.0000,Python,2022-06-11,26,26,26-30,"White / Caucasian"
62a44bc7bc6861bf31783829,Yes,2.0,8.0,8.0,9.0,8.0,10.0,Difficult,"Better Salary",Male,"United Kingdom",Bachelors,"Consumer Goods","Data Analyst",0,40000,20000.0000,Python,2022-06-11,30,30,26-30,"White / Caucasian"
62a44ea3f408bae018eea62a,Yes,6.0,10.0,10.0,10.0,10.0,10.0,"Neither easy nor difficult","Good Culture",Male,"United States",Bachelors,"Digital Mar","Data Engineer",86000,105000,95500.0000,SQL,2022-06-11,27,27,26-30,"Black / African"
62a4514ff408bae018eea94d,Yes,0.0,4.0,1.0,0.0,1.0,3.0,Easy,"Better Salary",Male,India,Bachelors,"Tech / IT","Data Engineer",0,40000,20000.0000,Python,2022-06-11,28,28,26-30,"Asian / Asian American"
62a45a140a77c1a77f67469d,No,6.0,8.0,7.0,7.0,5.0,6.0,Easy,"Better Salary",Female,"United Kingdom",Bachelors,"Legal & Public Sector","Data Analyst",66000,85000,75500.0000,SQL,2022-06-11,29,29,26-30,"White / Caucasian"
62a45c8bf3072dd89263a493,No,0.0,0.0,0.0,0.0,0.0,0.0,Easy,"Good Work/Life Balance",Female,India,Bachelors,"Student / Unemployed","Data Analyst",0,40000,20000.0000,Python,2022-06-11,26,26,26-30,"Asian / Asian American"
62a45f8c0f8c8599d5b09d40,Yes,3.0,3.0,3.0,3.0,3.0,4.0,"Neither easy nor difficult","Remote Work",Male,Nigeria,Bachelors,"Finance / Banking","Data Engineer",0,40000,20000.0000,Python,2022-06-11,29,29,26-30,"Black / African"
62a4604d0a77c1a77f674e29,No,3.0,5.0,7.0,2.0,5.0,7.0,Easy,"Remote Work",Male,"United Kingdom",Masters,"Finance / Banking",Other,66000,85000,75500.0000,None,2022-06-11,60,60,50+,"White / Caucasian"
62a46a66f8d5efcc22f95a7a,Yes,5.0,8.0,8.0,5.0,5.0,6.0,"Neither easy nor difficult","Better Salary",Male,Nigeria,Bachelors,Healthcare,"Data Analyst",0,40000,20000.0000,Python,2022-06-11,25,25,21-25,"Black / African"
62a46ad7d8c00e9f541b664a,No,0.0,0.0,1.0,3.0,2.0,1.0,"Neither easy nor difficult","Good Work/Life Balance",Female,Nigeria,Masters,Construction,Other,0,40000,20000.0000,R,2022-06-11,37,37,36-40,"Black / African"
62a46dbecf25554317319e48,Yes,6.0,8.0,3.0,4.0,5.0,1.0,"Neither easy nor difficult","Better Salary",Female,Canada,Bachelors,"Finance / Banking","Data Analyst",66000,85000,75500.0000,Python,2022-06-11,30,30,26-30,"Asian / Asian American"
62a475dcf408bae018eed15c,Yes,0.0,1.0,2.0,1.0,0.0,3.0,"Neither easy nor difficult","Better Salary",Female,Nigeria,Masters,Healthcare,"Data Analyst",0,40000,20000.0000,Python,2022-06-11,27,27,26-30,"Black / African"
62a477f0b4da29969c64892f,Yes,5.0,6.0,5.0,5.0,6.0,6.0,Difficult,Other,Male,"United States",PhD,"Tech / IT","Data Scientist",225000,250000,237500.0000,R,2022-06-11,31,31,31-35,"White / Caucasian"
62a47947cec54911e9cbf6b2,No,10.0,10.0,10.0,10.0,10.0,10.0,"Neither easy nor difficult","Good Work/Life Balance",Male,"United Kingdom",Masters,"Student / Unemployed","Student / Job Seeker",0,40000,20000.0000,R,2022-06-11,24,24,21-25,"Asian / Asian American"
62a47c587dc029e2d66d9782,No,0.0,6.0,6.0,6.0,5.0,6.0,"Neither easy nor difficult","Better Salary",Female,"United States",Bachelors,"Finance / Banking","Data Analyst",0,40000,20000.0000,Other,2022-06-11,20,20,"Under 21","Black / African"
62a47e3ef3072dd89263c8c0,No,2.0,1.0,4.0,1.0,1.0,1.0,Easy,"Good Work/Life Balance",Male,India,Bachelors,"Tech / IT",Other,0,40000,20000.0000,R,2022-06-11,24,24,21-25,"Asian / Asian American"
62a47e812e54c9003e54d789,Yes,3.0,6.0,7.0,6.0,4.0,4.0,"Neither easy nor difficult","Good Work/Life Balance",Male,Romania,Bachelors,Manufacturing,"Student / Job Seeker",0,40000,20000.0000,R,2022-06-11,24,24,21-25,"White / Caucasian"
62a47ea87dc029e2d66d9b60,No,0.0,1.0,3.0,0.0,0.0,0.0,"Neither easy nor difficult","Good Work/Life Balance",Male,Spain,Bachelors,Automotive,"Student / Job Seeker",0,40000,20000.0000,R,2022-06-11,41,41,41-50,"Hispanic / Latino"
62a47f1e0a77c1a77f677174,Yes,8.0,8.0,8.0,8.0,8.0,8.0,Difficult,"Better Salary",Male,"United States",Bachelors,"Tech / IT","Data Analyst",86000,105000,95500.0000,R,2022-06-11,41,41,41-50,"White / Caucasian"
62a48566b4da29969c64995a,No,9.0,8.0,9.0,10.0,8.0,10.0,"Neither easy nor difficult","Good Culture",Male,"United States",Bachelors,"Retail / E-Commerce",Other,150000,225000,187500.0000,Python,2022-06-11,43,43,41-50,"White / Caucasian"
62a48612d8c00e9f541b86b8,No,7.0,7.0,8.0,4.0,6.0,9.0,Easy,"Remote Work",Female,"United States",Bachelors,Healthcare,"Data Analyst",66000,85000,75500.0000,Python,2022-06-11,38,38,36-40,"White / Caucasian"
62a487167dc029e2d66da73e,Yes,5.0,5.0,5.0,5.0,5.0,6.0,"Neither easy nor difficult","Better Salary",Female,Philippines,Bachelors,"Retail / E-Commerce","Data Analyst",0,40000,20000.0000,Python,2022-06-11,28,28,26-30,"Asian / Asian American"
62a488197dc029e2d66da8a1,Yes,10.0,8.0,6.0,10.0,7.0,5.0,"Neither easy nor difficult","Good Culture",Female,Germany,Bachelors,Healthcare,"Data Analyst",86000,105000,95500.0000,Python,2022-06-11,31,31,31-35,"Hispanic / Latino"
62a48c4c24a262602739e141,Yes,8.0,7.0,8.0,6.0,7.0,8.0,Difficult,"Good Work/Life Balance",Female,"United States",Masters,"Government / Non-Profit","Data Analyst",86000,105000,95500.0000,Other,2022-06-11,28,28,26-30,"White / Caucasian"
62a48cbdf408bae018eeeccf,No,7.0,8.0,9.0,9.0,4.0,9.0,Easy,"Remote Work",Male,"United States",Masters,Healthcare,"Data Analyst",41000,65000,53000.0000,"C / C++",2022-06-11,23,23,21-25,"Asian / Asian American"
62a48d4df8d5efcc22f98308,No,5.0,5.0,4.0,5.0,6.0,6.0,"Neither easy nor difficult","Better Salary",Male,"United Kingdom",Bachelors,Utilities,"Data Analyst",41000,65000,53000.0000,Python,2022-06-11,25,25,21-25,"Black / African"
62a48d562e54c9003e54ea2b,No,2.0,5.0,2.0,8.0,9.0,10.0,Difficult,"Remote Work",Male,Poland,Masters,"Tech / IT",Other,0,40000,20000.0000,R,2022-06-11,26,26,26-30,"White / Caucasian"
62a48da6b4da29969c64a3a5,Yes,9.0,4.0,8.0,7.0,5.0,6.0,Difficult,"Good Work/Life Balance",Male,"United States",Bachelors,"Finance / Banking","Data Scientist",125000,150000,137500.0000,Python,2022-06-11,35,35,31-35,"White / Caucasian"
62a49012f408bae018eef16d,Yes,8.0,9.0,9.0,7.0,8.0,8.0,"Neither easy nor difficult","Remote Work",Male,Denmark,Masters,"Retail / E-Commerce","Data Analyst",106000,125000,115500.0000,R,2022-06-11,30,30,26-30,"White / Caucasian"
62a491b3b4da29969c64a89e,Yes,3.0,,,,,,"Neither easy nor difficult","Better Salary",Male,"United Kingdom",Bachelors,"Tech / IT","Data Analyst",86000,105000,95500.0000,R,2022-06-11,35,35,31-35,"White / Caucasian"
62a4926ef408bae018eef4ee,Yes,0.0,8.0,5.0,5.0,2.0,2.0,Easy,"Better Salary",Male,Panama,Bachelors,"Retail / E-Commerce","Data Analyst",0,40000,20000.0000,Python,2022-06-11,28,28,26-30,"Hispanic / Latino"
62a495d724a262602739ee07,No,0.0,2.0,3.0,3.0,2.0,3.0,Easy,"Good Work/Life Balance",Female,Nigeria,Bachelors,"Tech / IT","Student / Job Seeker",0,40000,20000.0000,Python,2022-06-11,24,24,21-25,"Black / African"
62a49b3cb4da29969c64b5dc,Yes,8.0,10.0,7.0,5.0,6.0,5.0,"Neither easy nor difficult","Good Culture",Female,"United States",Bachelors,"Tech / IT","Data Analyst",41000,65000,53000.0000,Python,2022-06-11,34,34,31-35,"White / Caucasian"
62a49e087dc029e2d66dc57e,Yes,3.0,5.0,4.0,5.0,3.0,6.0,"Neither easy nor difficult","Good Work/Life Balance",Female,Germany,Masters,"Tech / IT","Data Analyst",41000,65000,53000.0000,Python,2022-06-11,31,31,31-35,"White / Caucasian"
62a49e47b4da29969c64b9f9,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Difficult,"Good Work/Life Balance",Male,"United Kingdom",Masters,"Tech / IT","Data Analyst",0,40000,20000.0000,Python,2022-06-11,30,30,26-30,"Asian / Asian American"
62a49e5f24a262602739f9af,Yes,4.0,4.0,1.0,6.0,1.0,5.0,Difficult,"Better Salary",Male,"United Kingdom",Bachelors,"Logistics & Warehousing","Data Engineer",86000,105000,95500.0000,JavaScript,2022-06-11,40,40,36-40,"White / Caucasian"
62a49fe7b4da29969c64bbe1,No,4.0,10.0,10.0,10.0,8.0,6.0,"Very Difficult","Better Salary",Male,"United States",Bachelors,Consulting,"Data Analyst",41000,65000,53000.0000,R,2022-06-11,26,26,26-30,"Hispanic / Latino"
62a4a3d4f8d5efcc22f9a051,No,9.0,9.0,6.0,6.0,6.0,7.0,"Neither easy nor difficult","Good Culture",Male,"United States",Bachelors,Healthcare,"Data Analyst",125000,150000,137500.0000,R,2022-06-11,25,25,21-25,"White / Caucasian"
62a4a8cb0a77c1a77f67a405,Yes,,5.0,8.0,4.0,8.0,4.0,Easy,"Good Culture",Male,Greece,Associates,Maritime,"Data Analyst",0,40000,20000.0000,SQL,2022-06-11,45,45,41-50,"White / Caucasian"
62a4abb30f8c8599d5b0fc24,No,7.0,9.0,8.0,6.0,6.0,9.0,"Neither easy nor difficult","Good Culture",Male,"United States",Masters,"Finance / Banking","Data Analyst",41000,65000,53000.0000,R,2022-06-11,26,26,26-30,"Black / African"
62a4afd87dc029e2d66ddb24,No,7.0,7.0,8.0,6.0,6.0,4.0,"Neither easy nor difficult","Good Work/Life Balance",Male,India,Masters,"Finance / Banking","Data Scientist",0,40000,20000.0000,Python,2022-06-11,26,26,26-30,"Asian / Asian American"
62a4b085cec54911e9cc3afe,Yes,3.0,2.0,4.0,2.0,2.0,3.0,Difficult,"Better Salary",Male,India,Masters,"Finance / Banking",Other,0,40000,20000.0000,Python,2022-06-11,23,23,21-25,"Asian / Asian American"
62a4b23f5d257a28a30f6b8c,Yes,4.0,4.0,4.0,4.0,5.0,6.0,"Neither easy nor difficult","Good Work/Life Balance",Male,India,Masters,"Tech / IT","Data Engineer",106000,125000,115500.0000,Python,2022-06-11,25,25,21-25,"Asian / Asian American"
62a4b29a5d257a28a30f6c63,Yes,4.0,5.0,6.0,6.0,5.0,6.0,"Neither easy nor difficult","Better Salary",Female,"United States","High School",Healthcare,"Data Analyst",41000,65000,53000.0000,R,2022-06-11,33,33,31-35,"White / Caucasian"
62a4b2e5f8f75616458712af,No,6.0,3.0,3.0,6.0,6.0,4.0,"Very Easy","Growth & Learning",Male,India,Bachelors,"Retail / E-Commerce","Data Analyst",0,40000,20000.0000,SQL,2022-06-11,33,33,31-35,"Asian / Asian American"
62a4b6c30a77c1a77f67b54c,Yes,7.0,8.0,7.0,8.0,3.0,4.0,Easy,"Good Culture",Male,"United States",Bachelors,Healthcare,"Data Analyst",86000,105000,95500.0000,R,2022-06-11,27,27,26-30,"White / Caucasian"
62a4bf07b4da29969c64e4f8,Yes,9.0,9.0,9.0,8.0,8.0,9.0,Difficult,"Remote Work",Female,"United States",Masters,"Tech / IT","Data Analyst",106000,125000,115500.0000,Python,2022-06-11,28,28,26-30,"Hispanic / Latino"
62a4bf3a0a77c1a77f67bef2,Yes,5.0,6.0,7.0,6.0,6.0,7.0,"Very Easy","Better Salary",Male,"United States",Bachelors,"Tech / IT","Data Analyst",66000,85000,75500.0000,Python,2022-06-11,32,32,31-35,"Hispanic / Latino"
62a4c49a575fa3a5ae8aadf4,Yes,2.0,6.0,3.0,6.0,6.0,7.0,"Neither easy nor difficult","Better Salary",Male,India,Masters,"Tech / IT","Data Analyst",0,40000,20000.0000,Python,2022-06-11,35,35,31-35,"Asian / Asian American"
62a4c57af3072dd8926421ac,Yes,8.0,9.0,10.0,10.0,9.0,10.0,"Neither easy nor difficult","Good Culture",Male,"United States",Masters,"Legal & Public Sector","Data Analyst",86000,105000,95500.0000,Python,2022-06-11,34,34,31-35,"Hispanic / Latino"
62a4c6060a77c1a77f67c772,No,9.0,8.0,3.0,5.0,2.0,4.0,Easy,"Better Salary",Male,Germany,Masters,"Tech / IT","Data Analyst",41000,65000,53000.0000,Python,2022-06-11,27,27,26-30,"White / Caucasian"
62a4c7d0f8f7561645872912,Yes,4.0,5.0,5.0,3.0,3.0,4.0,Easy,"Good Culture",Female,"United States",Masters,Education,Other,66000,85000,75500.0000,R,2022-06-11,30,30,26-30,"White / Caucasian"
62a4cdfad8c00e9f541bdc6b,No,8.0,9.0,9.0,9.0,9.0,10.0,"Neither easy nor difficult","Better Salary",Male,"United States",Masters,"Logistics & Warehousing","Data Analyst",66000,85000,75500.0000,Python,2022-06-11,34,34,31-35,"White / Caucasian"
62a4ce2bbae91e4b8b84f3db,No,3.0,10.0,6.0,5.0,7.0,8.0,"Neither easy nor difficult","Remote Work",Female,"United States",Bachelors,Utilities,"Data Analyst",41000,65000,53000.0000,Python,2022-06-11,22,22,21-25,"White / Caucasian"
62a4cffeb4da29969c64f6a1,Yes,2.0,2.0,5.0,5.0,2.0,3.0,"Very Difficult","Good Work/Life Balance",Female,India,Masters,"Finance / Banking","Data Analyst",0,40000,20000.0000,Python,2022-06-11,33,33,31-35,"Asian / Asian American"
62a4d08bf3072dd892642d2c,No,8.0,9.0,9.0,9.0,9.0,9.0,"Neither easy nor difficult","Better Salary",Female,India,Masters,"Finance / Banking","Data Analyst",0,40000,20000.0000,Python,2022-06-11,26,26,26-30,"Asian / Asian American"
62a4d13bbae91e4b8b84f89b,Yes,0.0,5.0,8.0,6.0,5.0,7.0,"Neither easy nor difficult","Better Salary",Male,Argentina,Bachelors,"Tech / IT","Data Engineer",0,40000,20000.0000,Python,2022-06-11,28,28,26-30,"Hispanic / Latino"
62a4d74c5d257a28a30f97fc,No,2.0,2.0,7.0,4.0,8.0,1.0,Difficult,"Remote Work",Male,"United Kingdom",Bachelors,Sports,Other,0,40000,20000.0000,Python,2022-06-11,42,42,41-50,"Black / African"
62a4d7f6bae91e4b8b84ffed,No,4.0,10.0,2.0,3.0,2.0,3.0,"Neither easy nor difficult","Better Salary",Male,Morocco,Masters,"Energy & Utilities","Data Analyst",0,40000,20000.0000,R,2022-06-11,30,30,26-30,Other
62a4d9d4bae91e4b8b8501f1,Yes,10.0,9.0,8.0,8.0,9.0,10.0,Difficult,"Better Salary",Male,"United States",Associates,"Tech / IT","Data Scientist",106000,125000,115500.0000,SQL,2022-06-11,25,25,21-25,"White / Caucasian"
62a4dd63f408bae018ef4e51,Yes,4.0,6.0,6.0,6.0,5.0,7.0,Easy,"Better Salary",Male,"United States",Bachelors,Construction,"Data Analyst",41000,65000,53000.0000,Python,2022-06-11,32,32,31-35,"Black / African"
62a4e34d7dc029e2d66e10b9,No,3.0,4.0,5.0,5.0,6.0,6.0,"Neither easy nor difficult","Better Salary",Male,Germany,Masters,"Tech / IT","Data Analyst",0,40000,20000.0000,Python,2022-06-11,31,31,31-35,"Asian / Asian American"
62a4e4c90f8c8599d5b13d8f,Yes,8.0,7.0,5.0,4.0,7.0,7.0,Easy,"Remote Work",Male,"United Arab Emirates","High School",Education,"Data Analyst",150000,225000,187500.0000,Python,2022-06-11,30,30,26-30,"White / Caucasian"
62a4e5aed8c00e9f541bf48c,Yes,0.0,6.0,6.0,2.0,0.0,3.0,"Neither easy nor difficult","Better Salary",Male,Canada,Bachelors,"Retail / E-Commerce","Student / Job Seeker",0,40000,20000.0000,Python,2022-06-11,23,23,21-25,"Asian / Asian American"
62a4f6eef3072dd892645775,No,7.0,7.0,6.0,7.0,6.0,6.0,Easy,"Remote Work",Female,"United Kingdom",Bachelors,Education,Other,66000,85000,75500.0000,R,2022-06-11,31,31,31-35,"White / Caucasian"
